,Title,Rating,Metascore,No Votes,Url,Description
1038,The Weather Underground,7.5,,3735,https://www.imdb.com/title/tt0343168/?ref_=sr_t_1039,"The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous."
1039,Anne Frank Remembered,8.1,,1276,https://www.imdb.com/title/tt0112373/?ref_=sr_t_1040,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust."
1040,Darwin's Nightmare,7.4,,5632,https://www.imdb.com/title/tt0424024/?ref_=sr_t_1041,"A documentary on the effect of fishing the Nile perch in Tanzania's Lake Victoria. The predatory fish, which has wiped out the native species, is sold in European supermarkets, while starving Tanzanian families have to make do with the leftovers."
1041,Jim: The James Foley Story,7.6,,1674,https://www.imdb.com/title/tt5278466/?ref_=sr_t_1042,"An in-depth look at the life and work of American journalist James Foley, who was killed by ISIS terrorists in 2014."
1042,Street Fight,7.9,,2109,https://www.imdb.com/title/tt0457496/?ref_=sr_t_1043,"This documentary follows the 2002 mayoral campaign in Newark, New Jersey in which a City Councilman, Cory Booker, attempted to unseat longtime mayor Sharpe James."
1043,"Hale County This Morning, This Evening",6.3,,2106,https://www.imdb.com/title/tt6634646/?ref_=sr_t_1044,"A kaleidoscopic and humanistic view of the Black community in Hale County, Alabama."
1044,If a Tree Falls: A Story of the Earth Liberation Front,7.1,,3300,https://www.imdb.com/title/tt1787725/?ref_=sr_t_1045,"A rare behind-the-curtain look at the Earth Liberation Front, the radical environmental group that the FBI calls America's 'number one domestic terrorist threat.'"
1045,Everybody's Famous!,6.9,,3318,https://www.imdb.com/title/tt0209037/?ref_=sr_t_1046,"Jean is a family man and factory worker who dreams of becoming a songwriter. Pinning his hopes on his teenage daughter, Marva, he takes her to singing contests in which the awkward and overweight girl struggles to belt out a tune. When Jean is suddenly fired because of cut backs, he is ashamed and even more desperate to have his daughter succeed. In a chance meeting Jean kidnaps the most famous pop star in the country and holds her hostage demanding to be heard by the music industry. Catching the attention of the media and the eyes of the nation, Jean and Marva realize that the show must go on until everyone is famous."
1046,Trouble the Water,7.3,,2064,https://www.imdb.com/title/tt1149405/?ref_=sr_t_1047,A redemptive tale of an aspiring rap artist surviving failed levees and her own troubled past and seizing a chance for a new beginning.
1047,Don't Tell,6.4,,2568,https://www.imdb.com/title/tt0443446/?ref_=sr_t_1048,"Sabina has a regular life. She is satisfied with her job and her love for Franco. But nightmares start disturbing her, at almost the same time she discovers that she's pregnant. Little by little she remembers her childhood in a severe middle-class family, but a big secret is still hidden in her heart. Determined to bring clarity and serenity to her life, she considers contacting her brother, a University teacher in the U.S.A., to try to understand what happened in their past. What is the secret? Will Sabina finally manage to free herself from the ""beast inside her heart""?"
1048,Abacus: Small Enough to Jail,7.1,,2918,https://www.imdb.com/title/tt5952382/?ref_=sr_t_1049,A small financial institution called Abacus becomes the only company criminally indicted in the wake of the United States' 2008 mortgage crisis.
1049,Balseros,7.1,,630,https://www.imdb.com/title/tt0321376/?ref_=sr_t_1050,"The story of Cuban refugees who risked their lives in homemade rafts to reach the United States, and what life is like for those who succeed."
1050,Lenny Bruce: Swear to Tell the Truth,7.9,,605,https://www.imdb.com/title/tt0175844/?ref_=sr_t_1051,"Comedian Lenny Bruce struck a subversive chord in an era of change in America. After getting his start as a conventional stand-up comic, Bruce's increasingly iconoclastic act transformed him into a leading figure of the 1960s counterculture. This is his story."
1051,Berkeley in the Sixties,7.4,,768,https://www.imdb.com/title/tt0099121/?ref_=sr_t_1052,A documentary about militant student political activity in the University of California-Berkely in the 1960's.
1052,Children of Nature,7.3,,1579,https://www.imdb.com/title/tt0101526/?ref_=sr_t_1053,"Old Thorgeir must leave his home far off in the Icelandic 'countryside' and move into a home for senior citizens in Reykjavik. There he meets an old friend from his childhood, Stella. Thorgeir soon becomes unhappy living there and together with Stella he steals a jeep. Together they leave the city for Stella's old home in northwestern Iceland. A drama who asks us: how important is it to have a long life if you have to leave everything that has a meaning for you?"
1053,Hell and Back Again,6.4,,2336,https://www.imdb.com/title/tt1748043/?ref_=sr_t_1054,What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and intimacy no previous film about the conflict in Afghanistan has been able to achieve. It is a masterpiece in the cinema of war.
1054,Long Night's Journey Into Day,7.5,,266,https://www.imdb.com/title/tt0236447/?ref_=sr_t_1055,"This documentary tells four stories of Apartheid in South Africa, as seen through the eyes of the Truth and Reconciliation commission. White soldiers who have killed ANC activists, black activists who have killed whites in political attacks: can there be forgiveness when the full truth comes out?"
1055,Genghis Blues,7.8,,1424,https://www.imdb.com/title/tt0187859/?ref_=sr_t_1056,"San Francisco bluesman and composer, Paul Peña makes a musical pilgrimage to the land of Tuva."
1056,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,7.7,,2407,https://www.imdb.com/title/tt1319726/?ref_=sr_t_1057,"""The Most Dangerous Man in America"" is the story of what happens when a former Pentagon insider, armed only with his conscience, steadfast determination, and a file cabinet full of classified documents, decides to challenge an ""Imperial"" Presidency-answerable to neither Congress, the press, nor the people-in order to help end the Vietnam War. In 1971, Daniel Ellsberg shook America to its foundations when he smuggled a top-secret Pentagon study to the New York Times that showed how five Presidents consistently lied to the American people about the Vietnam War that was killing millions and tearing America apart. President Nixon's National Security Advisor Henry Kissinger called Ellsberg ""the most dangerous man in America,"" who ""had to be stopped at all costs."" But Ellsberg wasn't stopped. Facing 115 years in prison on espionage and conspiracy charges, he fought back. Ensuing events surrounding the so-called Pentagon Papers led directly to Watergate and the downfall of President Nixon, and hastened the end of the Vietnam War. Ellsberg's relentless telling of truth to power, which exposed the secret deeds of an ""Imperial Presidency,"" inspired Americans of all walks of life to forever question the previously-unchallenged pronouncements of its leaders. ""The Most Dangerous Man in America"" tells the inside story, for the first time on film, of this pivotal event that changed history and transformed our nation's political discourse. It is told largely by the players of that dramatic episode-Ellsberg, his colleagues, family and critics; Pentagon Papers authors and government officials; Vietnam veterans and anti-war activists; Watergate principals, attorneys and the journalists who both covered the story and were an integral part of it; and finally-through White House audiotapes-President Nixon and his inner circle of advisors."
1057,The Last Truck: Closing of a GM Plant,6.9,,444,https://www.imdb.com/title/tt1487120/?ref_=sr_t_1058,"To the residents of Moraine, Ohio, General Motors was more than just a car company, it was the lifeblood of a community. In the wake of GM's 2008 announcement that it was closing the plant, stunned workers looked back at their careers at GM, reminiscing about the opportunities, friendships and pride that the factory line had given them. Through their words, this documentary stands as an elegy to a dying American manufacturing system--and a timely look at the U.S. auto industry in crisis."
1058,"The Farm: Angola, USA",7.5,,808,https://www.imdb.com/title/tt0139193/?ref_=sr_t_1059,Documentary depicting day to day life in Angola Prison mostly from an inmate's perspective. Interviews are with several inmates including one with a life sentence who is about to die.
1059,The Panama Deception,7.5,,1150,https://www.imdb.com/title/tt0105089/?ref_=sr_t_1060,A film about the true reasons for the 1989 US invasion of Panama and big media complicity in these activities.
1060,A Great Day in Harlem,7.4,,485,https://www.imdb.com/title/tt0109934/?ref_=sr_t_1061,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine."
1061,Hedd Wyn,7.1,,446,https://www.imdb.com/title/tt0104403/?ref_=sr_t_1062,"A young poet living in the North Wales countryside competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, a tradition dating back a hundred years. Before the winner is announced Hedd Wyn gets sent to fight with the English in the trenches of the First World War"
1062,Open Heart,7.1,,169,https://www.imdb.com/title/tt2348322/?ref_=sr_t_1063,"Eight Rwandan children leave their families behind to embark on a life-or-death journey seeking high-risk heart surgery in Sudan. Their hearts ravaged by a treatable disease from childhood strep throat, they have only months left to live. Open Heart reveals the intertwined endeavors of Dr. Emmanuel, Rwanda's lone government cardiologist fighting to save the lives of his young patients, and Dr. Gino, the Salam Center's head surgeon, who is fighting to save his hospital, Africa's only link to life-saving free cardiac surgery for the millions who need it."
1063,Zus & Zo,6.1,,1675,https://www.imdb.com/title/tt0245157/?ref_=sr_t_1064,"Zus & Zo shows what three sisters are willing to do to stop their would-be sister-in-law from coming into possession of Paraíso, their beloved family summer home on the Portuguese coast."
1064,Small Wonders,7.5,,171,https://www.imdb.com/title/tt0117669/?ref_=sr_t_1065,"A dedicated music teacher in East Harlem instructs a gaggle of underprivileged children in the art of the violin. In the climax, they play Carnegie Hall with some of the world's foremost fiddlers."
1065,War Dance,7.8,,1195,https://www.imdb.com/title/tt0912599/?ref_=sr_t_1066,Three children living in a displacement camp in northern Uganda compete in their country's national music and dance festival.
1066,The Betrayal,7.0,,453,https://www.imdb.com/title/tt1157685/?ref_=sr_t_1067,"The epic story of a family forced to emigrate from Laos after the chaos of the secret air war waged by the U.S. during the Vietnam War. Kuras has spent the last 23 years chronicling the family's extraordinary journey in this deeply personal, poetic, and emotional film."
